fecha	lon	lat	especie	n
20040826	-73.734	-11.947	5	27
01/09/2004	-89.803	-15.545	3	73
20040902	-72.93	-17.46	5	29
07/09/2004	-78.809	-4.538	3	92
08/09/2004	-72.515	-8.21	4	71
09/09/2004	-87.85	-10.495	1	84
16/09/2004	-89.695	-14.737	3	102
20040919	-89.272	-15.488	4	75
20040920	-75.118	-16.483	2	151
21/09/2004	-85.863	-8.921	5	200
23/09/2004	-87.806	-8.362	4	161
24/09/2004	-89.5	-11.132	3	132
20040927	-80.895	-12.594	2	182
02/10/2004	-70.272	-2.073	2	84
05/10/2004	-78.545	-17.394	4	144
07/10/2004	-82.234	-16.074	5	100
09/10/2004	-89.7	-8.733	2	114
20041010	-89.35	-12.882	5	40
12/10/2004	-86.067	-10.526	3	124
14/10/2004	-77.257	-17.338	5	25
17/10/2004	-88.142	-16.099	3	8
19/10/2004	-75.491	-4.4	2	195
19/10/2004	-85.307	-11.291	5	71
24/10/2004	-89.137	-15.921	2	4
24/10/2004	-86.554	-16.044	3	8
20041104	-70.295	-17.733	4	54
08/11/2004	-84.439	-15.522	1	191
09/11/2004	-84.63	-4.287	3	72
20041114	-76.486	-8.604	2	150
16/11/2004	-83.522	-13.808	2	10
21/11/2004	-80.586	-6.524	3	65
20041123	-83.958	-11.213	4	42
27/11/2004	-75.581	-2.423	4	175
20041201	-80.013	-13.64	2	85
20041206	-77.592	-14.739	4	93
20041208	-81.601	-13.421	2	180
11/12/2004	-80.258	-4.413	2	56
11/12/2004	-83.427	-9.345	4	30
20041212	-78.763	-2.837	5	191
17/12/2004	-72.429	-14.3	5	84
18/12/2004	-72.888	-3.308	4	31
20041218	-88.545	-11.718	5	144
20/12/2004	-85.979	-9.36	1	58
20041221	-77.745	-9.254	1	147
21/12/2004	-87.882	-6.937	5	132
20041222	-73.241	-7.603	1	15
20041224	-70.917	-7.983	3	107
20041226	-79.571	-14.667	2	43
26/12/2004	-76.923	-3.721	2	63
27/12/2004	-74.817	-4.869	4	73
20041228	-78.698	-14.081	3	27
20050101	-76.11	-2.899	1	25
03/01/2005	-88.4	-8.694	1	101
06/01/2005	-87.274	-3.405	2	148
12/01/2005	-79.351	-5.523	3	15
20050113	-81.251	-11.25	5	62
14/01/2005	-82.714	-2.457	2	43
15/01/2005	-74.152	-15.558	3	31
17/01/2005	-86.931	-15.928	1	129
20050117	-86.586	-14.45	4	149
26/01/2005	-82.119	-12.608	3	172
20050201	-80.889	-17.891	3	175
20050202	-83.822	-16.347	4	90
03/02/2005	-72.878	-6.718	1	168
05/02/2005	-89.906	-17.379	2	92
20050207	-77.465	-11.015	4	198
08/02/2005	-70.668	-9.364	3	176
20050212	-82.881	-8.474	2	10
20050212	-84.097	-11.31	5	136
15/02/2005	-84.175	-2.508	2	69
15/02/2005	-74.929	-6.86	3	43
20050219	-76.232	-14.38	1	96
27/02/2005	-85.612	-13.219	5	77
28/02/2005	-81.796	-8.934	1	152
20050228	-70.025	-2.242	3	92
20050305	-70.549	-13.406	1	62
20050305	-72.228	-5.363	5	3
07/03/2005	-77.809	-16.029	2	21
10/03/2005	-87.236	-12.814	3	86
11/03/2005	-87.001	-10.936	2	33
24/03/2005	-74.513	-12.617	4	86
25/03/2005	-82.809	-12.233	1	28
25/03/2005	-82.678	-15.657	5	52
01/04/2005	-85.253	-6.104	5	80
05/04/2005	-81.863	-3.777	2	171
20050408	-86.507	-4.584	5	159
20050413	-83.46	-8.905	5	175
15/04/2005	-76.888	-12.145	2	81
20050418	-85.652	-7.789	4	179
20/04/2005	-78.658	-2.05	3	48
20050420	-81.761	-16.867	5	35
20050424	-84.598	-17.434	1	79
27/04/2005	-75.722	-8.84	4	80
20050428	-70.174	-15.1	3	107
07/05/2005	-75.466	-17.102	1	71
07/05/2005	-72.844	-11.02	2	42
07/05/2005	-87.306	-8.208	2	182
10/05/2005	-89.371	-17.788	3	42
20050522	-79.409	-10.933	3	146
24/05/2005	-70.607	-3.52	5	136
20050526	-78.554	-13.555	5	142
01/06/2005	-82.941	-7.37	4	49
20050604	-86.462	-13.617	1	10
05/06/2005	-81.34	-3.926	2	12
20050605	-84.982	-16.051	5	97
08/06/2005	-81.207	-4.005	2	11
14/06/2005	-73.911	-16.954	2	67
24/06/2005	-77.72	-4.199	3	189
24/06/2005	-82.088	-6.899	3	139
01/07/2005	-70.577	-16.745	3	158
20050702	-85.786	-10.534	4	159
16/07/2005	-89.221	-8.919	4	77
16/07/2005	-71.742	-17.368	4	116
19/07/2005	-77.177	-8.979	3	131
20050801	-81.301	-4.754	1	124
01/08/2005	-81.819	-4.089	4	86
20050804	-79.824	-10.344	1	170
08/08/2005	-87.034	-11.059	5	125
09/08/2005	-80.533	-17.969	4	171
12/08/2005	-75.845	-4.721	4	16
13/08/2005	-85.924	-3.716	3	133
20050814	-86.582	-12.53	1	18
14/08/2005	-85.614	-2.405	5	90
15/08/2005	-87.74	-15.609	5	184
20050816	-85.015	-13.324	3	160
20050817	-82.233	-3.596	5	200
18/08/2005	-89.777	-4.633	4	123
19/08/2005	-81.453	-13.081	2	183
20050820	-70.918	-5.59	5	162
20050821	-82.779	-15.844	5	77
22/08/2005	-83.604	-11.024	5	179
26/08/2005	-82.448	-11.774	5	148
20050827	-79.237	-8.82	1	65
27/08/2005	-87.322	-13.597	3	171
20050904	-71.427	-6.563	3	96
20050904	-71.874	-16.001	5	115
20050905	-73.907	-4.659	1	60
05/09/2005	-71.658	-12.879	3	45
06/09/2005	-80.884	-15.249	3	56
07/09/2005	-88.218	-11.006	2	83
10/09/2005	-76.784	-5.491	5	74
16/09/2005	-84.354	-7.943	3	173
19/09/2005	-70.943	-6.654	5	158
27/09/2005	-89.03	-3.053	2	31
20050927	-82.559	-14.693	2	104
02/10/2005	-88.092	-10.9	2	100
20051002	-78.471	-13.571	3	191
20051004	-74.063	-10.195	1	25
08/10/2005	-87.638	-9.815	5	166
13/10/2005	-81.516	-9.049	3	134
20051017	-72.972	-4.66	5	144
24/10/2005	-83.683	-16.039	1	167
20051101	-86.333	-8.906	2	113
20051105	-89.518	-4.648	3	121
20051106	-76.457	-2.994	5	81
09/11/2005	-87.855	-7.162	4	97
10/11/2005	-85.638	-9.376	3	83
15/11/2005	-85.81	-14.364	3	132
20051118	-82.729	-17.269	2	15
20051122	-70.282	-7.703	4	181
24/11/2005	-80.164	-16.903	4	103
25/11/2005	-72.875	-12.75	3	179
20051126	-89.688	-3.578	1	20
20051126	-77.643	-2.714	2	174
20051204	-89.984	-4.786	1	189
20051205	-74.173	-17.459	5	143
11/12/2005	-85.926	-15.297	2	26
20051218	-83.58	-14.463	5	168
20/12/2005	-88.635	-3.841	4	101
26/12/2005	-73.879	-4.128	2	70
28/12/2005	-81.088	-12.035	1	161
01/01/2006	-73.335	-14.534	3	11
20060101	-89.408	-16.313	5	0
20060101	-72.613	-4.615	5	153
02/01/2006	-85.637	-16.075	3	175
05/01/2006	-72.638	-4.647	1	63
05/01/2006	-83.333	-8.565	4	76
13/01/2006	-86.512	-5.635	4	81
16/01/2006	-85.657	-4.611	3	173
19/01/2006	-76.944	-5.95	4	97
21/01/2006	-83.494	-8.303	1	140
20060124	-89.499	-14.848	1	10
25/01/2006	-77.274	-9.677	5	76
20060127	-85.095	-3.306	2	68
28/01/2006	-75.429	-10.664	5	111
02/02/2006	-70.03	-16.698	2	43
03/02/2006	-75.282	-4.813	5	135
20060207	-78.071	-15.663	2	194
20060208	-79.377	-9.059	4	94
10/02/2006	-77.073	-7.076	2	2
20060213	-77.919	-9.607	3	163
20060213	-86.88	-7.007	4	89
13/02/2006	-87.931	-7.195	5	151
14/02/2006	-82.759	-16.999	1	188
17/02/2006	-73.961	-7.603	1	19
18/02/2006	-71.687	-10.849	4	13
20/02/2006	-79.519	-3.022	5	5
20060221	-81.182	-17.78	4	13
20060222	-77.576	-8.499	2	84
23/02/2006	-80.658	-3.335	3	147
25/02/2006	-85.549	-11.891	1	127
28/02/2006	-85.324	-2.708	1	82
02/03/2006	-72.725	-14.835	2	8
04/03/2006	-73.827	-15.567	3	25
20060305	-81.986	-10.738	1	114
20060309	-82.627	-4.881	4	146
20060314	-81.462	-16.261	2	24
20060316	-77.942	-16.824	1	27
17/03/2006	-72.074	-12.959	2	50
17/03/2006	-73.126	-14.48	3	194
20060321	-89.621	-8.339	2	159
20060323	-71.96	-16.442	1	144
28/03/2006	-79.055	-9.874	5	198
20060401	-76.004	-12.519	2	65
01/04/2006	-74.804	-12.811	4	161
20060403	-73.951	-3.391	2	133
04/04/2006	-70.282	-3.823	2	1
20060406	-70.192	-3.035	1	4
20060406	-88.457	-16.322	4	76
20060406	-86.577	-10.611	4	37
07/04/2006	-84.317	-16.279	4	87
08/04/2006	-74.742	-17.731	5	30
10/04/2006	-81.268	-11.442	1	130
12/04/2006	-71.351	-4.817	5	109
13/04/2006	-83.258	-9.243	4	197
13/04/2006	-70.823	-16.903	5	55
17/04/2006	-70.787	-4.484	1	130
17/04/2006	-71.048	-15.737	3	196
20060417	-86.487	-4.737	4	57
20/04/2006	-81.404	-8.808	5	52
20060422	-89.931	-7.291	3	141
20060423	-83.232	-11.687	5	116
20060425	-86.513	-2.453	1	147
25/04/2006	-85.288	-4.138	2	126
20060501	-83.527	-5.782	3	149
06/05/2006	-86.614	-7.838	2	121
08/05/2006	-71.272	-4.923	1	47
20060513	-84.128	-7.845	5	134
13/05/2006	-83	-14.025	5	109
19/05/2006	-84.235	-5.891	3	63
20060601	-86.787	-4.913	5	76
04/06/2006	-89.248	-11.381	4	71
06/06/2006	-78.318	-12.113	1	49
20060606	-82.877	-5.897	3	57
20060610	-70.92	-7.074	1	3
10/06/2006	-74.936	-4.927	1	7
20060611	-77.442	-6.316	2	49
20060611	-75.552	-12.426	4	50
12/06/2006	-70.108	-7.023	1	122
12/06/2006	-80.154	-3.198	1	157
15/06/2006	-72.67	-9.372	1	195
20060615	-87.326	-12.314	4	59
20/06/2006	-88.028	-12.266	4	174
24/06/2006	-85.472	-4.356	1	187
27/06/2006	-75.709	-10.874	1	39
27/06/2006	-87.54	-6.606	2	129
28/06/2006	-80.676	-10.492	2	153
01/07/2006	-77.058	-11.17	3	158
03/07/2006	-70.361	-13.257	5	101
07/07/2006	-78.91	-11.496	1	188
08/07/2006	-85.91	-4.922	3	7
09/07/2006	-87.972	-16.432	1	147
09/07/2006	-74.001	-10.85	5	77
14/07/2006	-84.812	-4.975	4	191
20060716	-76.678	-5.715	2	87
16/07/2006	-79.991	-11.94	4	184
20060717	-81.856	-16.338	4	190
20/07/2006	-75.396	-10.93	1	44
23/07/2006	-71.002	-11.435	1	147
26/07/2006	-80.006	-11.637	5	83
20060728	-85.857	-14.688	1	60
20060803	-84.188	-6.084	5	103
05/08/2006	-86.252	-17.99	2	74
20060808	-82.306	-8.329	1	136
20060810	-76.278	-13.219	1	96
20060815	-89.726	-16.436	1	126
20060817	-73.268	-11.007	2	18
19/08/2006	-87.146	-3.051	4	192
22/08/2006	-80.896	-12.296	1	12
20060824	-71.545	-15.951	2	34
28/08/2006	-85.269	-17.79	2	83
20060903	-81.899	-16.241	2	91
04/09/2006	-79.714	-16.572	1	41
20060909	-84.693	-11.593	1	190
20060909	-85.883	-8.144	5	9
09/09/2006	-84.409	-14.901	5	198
10/09/2006	-73.743	-13.976	5	51
11/09/2006	-75.213	-12.26	2	19
12/09/2006	-77.929	-2.63	5	27
14/09/2006	-80.488	-15.454	1	0
16/09/2006	-77.193	-14.848	1	138
17/09/2006	-76.447	-17.481	4	100
20060918	-70.23	-16.524	1	86
19/09/2006	-84.354	-16.96	3	155
19/09/2006	-88.444	-12.81	5	173
20060921	-87.315	-4.163	1	147
21/09/2006	-74.1	-16.092	3	62
23/09/2006	-78.71	-16.112	5	48
24/09/2006	-86.159	-14.968	3	162
24/09/2006	-77.571	-3.729	5	121
20061001	-79.145	-4.325	3	122
01/10/2006	-80.374	-14.213	5	90
20061005	-76.065	-7.164	2	73
05/10/2006	-83.063	-12.537	3	22
05/10/2006	-78.01	-14.401	4	118
05/10/2006	-84.409	-14.691	5	104
06/10/2006	-72.395	-14.466	1	65
20061006	-80.728	-4.303	3	168
20061009	-77.159	-17.286	3	125
20061013	-71.728	-6.488	2	38
13/10/2006	-76.864	-17.88	5	38
20061014	-73.825	-6.741	2	20
17/10/2006	-82.642	-13.905	5	11
20061019	-86.627	-4.874	5	115
20061022	-73.281	-3.085	1	5
24/10/2006	-84.626	-15.619	1	135
25/10/2006	-79.386	-5.852	5	188
01/11/2006	-70.057	-8.682	2	10
03/11/2006	-80.372	-12.616	5	27
04/11/2006	-80.096	-2.338	2	114
20061104	-72.452	-12.194	5	90
20061106	-86.802	-3.63	3	4
20061108	-70.227	-8.694	3	85
20061111	-84.345	-17.448	2	139
15/11/2006	-80.667	-4.214	2	110
16/11/2006	-79.078	-9.776	3	52
20061117	-81.165	-10.001	1	100
20061118	-71.278	-11.429	2	122
19/11/2006	-74.629	-6.992	2	77
19/11/2006	-79.65	-4.108	5	123
28/11/2006	-83.172	-7.332	1	112
02/12/2006	-72.524	-12.855	3	66
04/12/2006	-78.363	-5.142	5	87
20061207	-79.153	-15.985	2	181
08/12/2006	-70.505	-9.047	1	6
10/12/2006	-85.743	-16.187	1	144
14/12/2006	-84.925	-6.715	3	145
20061219	-83.414	-12.267	1	143
20/12/2006	-74.181	-4.369	5	119
20061222	-77.693	-5.879	4	151
26/12/2006	-81.276	-6.706	1	58
26/12/2006	-79.084	-3.663	2	96
28/12/2006	-81.418	-9.913	5	152
20070103	-71.633	-15.304	3	110
20070107	-87.458	-11.334	5	45
08/01/2007	-75.132	-3.531	3	4
08/01/2007	-73.885	-9.849	4	85
10/01/2007	-72.835	-16.388	1	155
20070110	-77.001	-4.461	3	166
11/01/2007	-77.437	-7.782	5	12
13/01/2007	-85.774	-16.627	5	188
16/01/2007	-79.703	-10.327	1	23
18/01/2007	-82.598	-15.681	4	49
24/01/2007	-74.345	-6.913	2	84
24/01/2007	-70.982	-12.063	4	110
24/01/2007	-87.631	-17.44	4	62
25/01/2007	-70.523	-4.703	5	133
20070126	-71.925	-4.526	3	148
20070207	-71.661	-15.353	1	175
20070207	-79.748	-3.887	3	164
07/02/2007	-70.112	-16.597	5	33
20070211	-81.034	-11.309	1	94
20070211	-72.632	-10.343	4	96
18/02/2007	-89.934	-17.308	4	45
20070219	-88.845	-11.653	1	95
20070219	-86.246	-11.111	2	106
22/02/2007	-80.516	-10.313	2	93
28/02/2007	-83.132	-15.739	5	13
20070228	-75.843	-9.997	5	19
05/03/2007	-79.249	-16.285	4	177
07/03/2007	-82.152	-13.575	3	98
08/03/2007	-72.794	-15.038	2	67
20070308	-85.682	-14.111	2	45
09/03/2007	-74.292	-17.921	2	123
12/03/2007	-79.556	-16.845	1	103
12/03/2007	-72.491	-14.937	4	6
13/03/2007	-78.24	-16.316	1	126
20070313	-84.836	-10.789	3	1
20070314	-78.993	-8.889	4	146
20070323	-71.403	-3.852	2	59
24/03/2007	-89.746	-17.962	2	6
20070325	-82.896	-5.34	3	175
20070326	-71.226	-8.434	2	131
20070326	-89.493	-17.999	3	58
20070326	-84.133	-3.379	5	187
20070403	-85.9	-2.001	3	146
04/04/2007	-76.252	-11.606	5	161
20070406	-81.238	-8.13	3	85
06/04/2007	-88.194	-6.254	4	61
07/04/2007	-79.405	-17.442	2	165
12/04/2007	-76.57	-11.625	5	2
19/04/2007	-87.571	-13.308	3	138
21/04/2007	-74.421	-7.474	3	0
24/04/2007	-79.192	-12.173	5	173
20070502	-84.497	-16.591	1	129
03/05/2007	-81.632	-5.007	1	35
10/05/2007	-81.442	-4.549	2	155
14/05/2007	-88.99	-14.663	2	83
20070515	-70.583	-11.466	2	150
20070519	-80.343	-16.114	5	29
20070521	-84.149	-2.635	1	54
21/05/2007	-88.291	-9.529	2	132
05/06/2007	-74.084	-16.664	3	53
05/06/2007	-87.217	-8.568	3	100
06/06/2007	-80.113	-5.067	1	115
09/06/2007	-71.611	-17.135	2	180
11/06/2007	-72.399	-12.61	2	78
22/06/2007	-85.7	-13.7	4	103
24/06/2007	-74.496	-13.466	1	171
24/06/2007	-74.665	-10.474	3	82
20070625	-87.431	-14.983	1	147
25/06/2007	-72.173	-13.5	2	175
20070626	-70.233	-8.491	3	120
20070702	-88.838	-13.332	1	132
03/07/2007	-71.209	-7.41	3	142
20070703	-86.327	-15.727	5	21
04/07/2007	-73.771	-6.251	5	133
10/07/2007	-74.018	-16.68	4	137
11/07/2007	-75.222	-3.794	4	36
11/07/2007	-70.979	-13.374	4	195
14/07/2007	-76.87	-14.45	1	196
20070715	-79.818	-7.377	2	73
15/07/2007	-70.81	-16.413	4	72
18/07/2007	-88.344	-14.6	3	56
20070721	-86.807	-4.9	5	195
22/07/2007	-83.093	-14.725	3	44
23/07/2007	-84.581	-3.767	2	167
23/07/2007	-71.82	-17.876	4	125
24/07/2007	-79.485	-10.3	3	79
20070726	-78.408	-3.583	5	26
01/08/2007	-89.503	-13.46	5	87
02/08/2007	-84.863	-12.529	2	171
08/08/2007	-71.031	-3.649	5	84
20070814	-77.5	-10.611	4	153
22/08/2007	-74.67	-9.147	5	106
20070826	-78.384	-13.86	3	22
20070827	-75.819	-14.48	1	102
02/09/2007	-83.265	-10.496	2	57
20070904	-78.894	-14.493	4	170
12/09/2007	-76.803	-3.517	2	153
20070913	-77.945	-14.419	4	131
14/09/2007	-74.274	-12.186	1	92
14/09/2007	-84.713	-15.892	5	170
15/09/2007	-88.542	-2.664	4	194
20070919	-70.122	-7.95	4	168
20070922	-80.676	-12.264	1	67
22/09/2007	-75.824	-11.921	4	171
22/09/2007	-73.526	-6.698	5	107
20070926	-73.225	-12.341	5	119
20070927	-85.032	-15.79	3	5
02/10/2007	-77.496	-11.862	3	1
03/10/2007	-70.49	-17.755	1	151
20071004	-78.16	-14.802	2	124
04/10/2007	-89.036	-15.31	5	180
05/10/2007	-70.517	-6.055	1	20
06/10/2007	-80.635	-10.696	1	192
20071008	-75.597	-6.678	1	164
08/10/2007	-88.133	-16.866	4	58
20071011	-78.853	-3.441	1	46
14/10/2007	-76.374	-13.143	5	91
16/10/2007	-78.091	-8.467	5	145
19/10/2007	-81.029	-5.512	4	49
20071022	-87.413	-6.966	2	148
23/10/2007	-75.69	-3.152	5	156
20071024	-70.002	-16.539	1	170
20071024	-77.698	-17.159	5	200
27/10/2007	-87.299	-5.812	1	160
08/11/2007	-81.674	-14.739	4	53
09/11/2007	-74.745	-4.961	2	114
20071112	-83.491	-5.382	5	0
20071115	-86.047	-4.859	4	52
22/11/2007	-88.924	-7.16	2	170
22/11/2007	-74.346	-9.568	3	48
24/11/2007	-72.999	-17.271	1	194
24/11/2007	-70.792	-9.695	2	38
25/11/2007	-71.424	-12.452	4	159
25/11/2007	-84.262	-11.045	5	144
26/11/2007	-79.033	-16.351	5	0
27/11/2007	-77.373	-6.494	1	197
20071127	-86.468	-5.901	3	116
28/11/2007	-71.834	-7.071	4	21
01/12/2007	-77.436	-5.172	1	196
02/12/2007	-74.912	-13.741	2	197
02/12/2007	-71.878	-15.23	5	7
04/12/2007	-78.187	-7.054	4	164
07/12/2007	-73.177	-12.195	5	78
20071209	-82.112	-4.14	5	20
18/12/2007	-84.032	-6.678	1	138
26/12/2007	-85.831	-11.631	1	120
20071227	-82.293	-16.366	1	30
27/12/2007	-86.956	-5.444	4	156
28/12/2007	-76.974	-7.187	5	195
20080103	-74.663	-9.463	4	134
05/01/2008	-82.145	-11.141	1	16
06/01/2008	-80.334	-11.654	1	184
13/01/2008	-84.482	-14.836	3	79
16/01/2008	-86.911	-5.988	3	143
20080117	-88.679	-10.779	2	116
22/01/2008	-82.084	-6.791	2	64
27/01/2008	-84.591	-6.758	5	111
04/02/2008	-84.533	-15.746	3	186
05/02/2008	-80.409	-4.546	3	39
07/02/2008	-87.754	-10.575	2	188
09/02/2008	-87.354	-15.177	4	76
09/02/2008	-76.146	-17.444	5	87
12/02/2008	-77.924	-11.616	2	113
12/02/2008	-78.776	-10.531	4	48
14/02/2008	-89.903	-5.039	3	150
19/02/2008	-88.86	-17.524	3	37
20/02/2008	-74.308	-9.55	1	177
23/02/2008	-75.749	-15.935	2	5
20080225	-75.713	-8.691	4	177
01/03/2008	-73.845	-4.485	2	75
01/03/2008	-87.771	-9.259	3	120
02/03/2008	-87.351	-14.98	3	85
04/03/2008	-70.099	-11.643	4	65
06/03/2008	-80.618	-12.746	2	18
08/03/2008	-78.985	-16.864	4	25
10/03/2008	-89.139	-3.15	1	140
15/03/2008	-70.435	-8.667	4	105
17/03/2008	-71.805	-14.773	3	121
21/03/2008	-79.961	-17.16	5	70
26/03/2008	-77.702	-7.972	2	42
20080327	-73.237	-12.162	3	39
28/03/2008	-78.177	-5.906	4	161
28/03/2008	-89.268	-15.212	4	164
05/04/2008	-85.143	-11.457	1	69
20080408	-71.258	-3.565	3	150
08/04/2008	-77.645	-13.156	3	43
20080409	-83.389	-12.711	5	148
09/04/2008	-86.214	-17.686	5	45
20080411	-70.635	-8.253	5	105
12/04/2008	-73.043	-15.76	1	174
16/04/2008	-74.693	-9.921	4	136
18/04/2008	-76.651	-6.356	4	50
22/04/2008	-78.055	-7.295	1	198
20080427	-80.518	-15.455	2	153
20080504	-74.969	-14.675	4	131
04/05/2008	-83.572	-12.968	4	47
15/05/2008	-85.684	-8.316	5	113
18/05/2008	-83.969	-3.787	5	196
20/05/2008	-82.149	-16.384	1	50
20080523	-78.1	-5.434	3	100
01/06/2008	-89.532	-3.513	1	72
03/06/2008	-73.177	-8.014	1	154
03/06/2008	-74.818	-16.093	2	13
20080603	-72.037	-6.877	5	145
10/06/2008	-72.984	-16.237	5	194
14/06/2008	-79.716	-10.53	5	79
20080615	-82.208	-3.884	5	46
15/06/2008	-84.788	-9.198	5	174
19/06/2008	-75.202	-12.349	3	20
20/06/2008	-70.486	-7.951	1	128
20080625	-74.54	-5.618	3	102
25/06/2008	-86.757	-13.221	5	186
20080711	-79.194	-4.15	4	66
12/07/2008	-84.416	-17.072	1	38
21/07/2008	-80.078	-10.132	5	99
23/07/2008	-87.941	-7.31	4	170
23/07/2008	-83.588	-17.487	4	107
28/07/2008	-71.255	-3.184	1	200
20080802	-79.813	-7.428	2	106
04/08/2008	-85.47	-5.351	4	170
06/08/2008	-82.884	-4.97	1	109
15/08/2008	-71.528	-8.84	2	104
17/08/2008	-78.577	-5.419	1	51
18/08/2008	-83.326	-10.676	1	105
20080818	-88.93	-8.733	3	196
26/08/2008	-72.777	-11.656	2	14
26/08/2008	-77.793	-10.963	5	15
20080901	-87.99	-6.742	1	166
03/09/2008	-81.205	-17.884	5	2
04/09/2008	-81.056	-5.867	1	124
09/09/2008	-72.309	-10.899	3	108
20080913	-84.44	-9.483	3	46
15/09/2008	-78.985	-7.314	5	170
15/09/2008	-83.389	-10.28	5	107
24/09/2008	-87.569	-8.347	4	151
26/09/2008	-83.648	-15.619	2	103
20081004	-72.551	-9.284	5	113
05/10/2008	-71.576	-12.225	1	140
05/10/2008	-76.9	-17.92	3	84
20081007	-77.01	-5.238	5	11
20081011	-84.73	-6.891	5	110
13/10/2008	-83.784	-13.139	1	46
15/10/2008	-83.093	-12.03	3	81
20081020	-74.42	-13.48	5	60
04/11/2008	-81.842	-8.069	1	122
20081104	-78.921	-3.529	3	15
20081109	-71.211	-10.093	2	129
11/11/2008	-85.698	-10.389	3	8
13/11/2008	-84.842	-8.471	4	53
15/11/2008	-87.121	-17.715	2	50
15/11/2008	-88.892	-12.284	3	170
15/11/2008	-78.055	-3.486	3	149
15/11/2008	-73.918	-12.73	4	191
18/11/2008	-78.238	-15.615	5	174
20081121	-79.178	-4.758	1	196
20081123	-89.757	-11.818	2	104
26/11/2008	-80.247	-16.941	1	144
05/12/2008	-83.377	-5.265	2	63
20081207	-79.475	-5.511	3	171
07/12/2008	-84.659	-2.461	3	22
09/12/2008	-83.544	-16.861	1	122
20081212	-80.999	-7.375	2	99
20081215	-77.025	-14.105	3	114
22/12/2008	-80.903	-11.793	4	59
20081223	-78.823	-12.053	1	167
24/12/2008	-80.394	-6.73	2	84
01/01/2009	-84.561	-8.477	2	182
05/01/2009	-89.548	-2.797	3	147
20090110	-87.615	-10.082	2	116
26/01/2009	-86.942	-6.851	2	70
28/01/2009	-89.395	-2.628	2	103
01/02/2009	-87.482	-14.833	1	133
02/02/2009	-83.714	-14.184	4	82
20090206	-88.664	-5.655	1	71
20090206	-77.547	-3.098	3	48
20090206	-83.406	-13.758	4	146
20090211	-82.721	-7.272	5	18
12/02/2009	-85.13	-14.917	4	94
20090214	-86.77	-7.871	1	144
20/02/2009	-81.225	-10.205	3	9
21/02/2009	-81.385	-3.865	5	121
22/02/2009	-75.864	-8.396	3	105
24/02/2009	-82.094	-3.933	1	21
20090225	-77.958	-14.509	3	176
20090302	-81.219	-6.146	3	167
02/03/2009	-81.948	-7.131	3	163
06/03/2009	-70.321	-13.997	4	27
20090309	-73.23	-8.651	4	33
20090310	-84.809	-6.702	1	3
10/03/2009	-86.481	-17.554	4	113
13/03/2009	-87.006	-8.102	2	129
15/03/2009	-80.081	-5.605	1	127
20/03/2009	-76.189	-6.327	4	30
20090321	-87.092	-12.404	4	183
20090328	-72.509	-15.997	2	112
01/04/2009	-73.739	-7.852	5	35
02/04/2009	-78.085	-12.601	1	151
20090404	-77.051	-9.475	3	129
06/04/2009	-84.24	-11.744	1	152
08/04/2009	-85.343	-7.726	3	17
20090409	-79.596	-5.898	4	52
20090413	-74.99	-2.017	4	41
14/04/2009	-83.183	-3.607	3	178
16/04/2009	-79.221	-7.138	1	26
20090417	-78.691	-2.794	5	101
20090419	-70.548	-13.062	1	132
27/04/2009	-85.678	-11.034	4	98
20090501	-78.383	-16.497	3	108
20090504	-85.318	-8.206	4	191
04/05/2009	-81.657	-7.855	5	76
20090507	-85.789	-6.814	2	55
11/05/2009	-80.237	-10.924	2	106
20090516	-76.788	-4.189	5	116
23/05/2009	-82.156	-12.455	2	100
23/05/2009	-70.564	-6.435	3	49
20090523	-83.735	-8.999	5	30
20090524	-81.045	-10.404	3	6
25/05/2009	-75.048	-15.221	3	96
20090527	-70.071	-17.163	1	64
27/05/2009	-78.92	-15.673	3	53
04/06/2009	-89.24	-6.828	2	50
04/06/2009	-74.988	-11.106	4	163
20090607	-83.602	-2.272	3	37
10/06/2009	-89.855	-14.383	4	2
20090617	-82.946	-2.712	3	54
21/06/2009	-88.273	-3.401	1	197
20090625	-79.456	-16.123	1	58
26/06/2009	-72.067	-6.889	2	192
02/07/2009	-89.085	-13.422	3	62
03/07/2009	-82.072	-4.976	2	152
17/07/2009	-88.376	-6.964	1	6
19/07/2009	-88.212	-3.923	5	103
20090724	-88.91	-7.546	5	93
28/07/2009	-87.976	-16.514	4	70
03/08/2009	-76.493	-7.305	2	159
05/08/2009	-82.154	-8.238	5	114
08/08/2009	-74.947	-3.203	1	146
11/08/2009	-72.531	-13.272	3	14
14/08/2009	-80.143	-5.331	3	39
20090816	-87.981	-4.913	1	62
17/08/2009	-74.112	-14.139	1	188
17/08/2009	-70.475	-4.706	5	71
20090822	-85.449	-17.295	4	1
20090822	-81.062	-16.217	5	161
01/09/2009	-84.832	-10.958	3	157
03/09/2009	-84.68	-7.681	3	182
20090906	-78.341	-9.956	4	189
12/09/2009	-84.77	-6.96	1	65
16/09/2009	-84.281	-12.247	3	146
20090919	-72.439	-7.732	5	34
20/09/2009	-71.314	-7.845	4	99
20090921	-77.273	-2.117	1	60
20090922	-87.064	-12.914	4	26
23/09/2009	-73.786	-2.684	1	82
24/09/2009	-84.325	-11.823	1	169
25/09/2009	-70.806	-6.115	1	111
25/09/2009	-81.459	-17.51	3	198
26/09/2009	-85.763	-17.839	5	35
