"lon","lat","fecha","sst_c","depth_m"
-75.1399129799429,-19.9205260095078,"12/04/2012",22.791,4952
-77.1586144799563,-17.6641395118304,"30/05/2015",23.39,3974
-77.4914050504927,-18.8898926657517,"30/08/2010",23.238,4142
-81.754383559501,-9.02036303221614,"16/07/2011",25.316,4818
-76.1019345299388,-15.5426263453763,"01/08/2012",21.874,4743
-81.6585344063554,-10.2706457112055,"30/12/2012",25.63,4659
-76.1894086011447,-18.2376213415638,"21/06/2013",23.692,4550
-82.1069030917005,-9.07055482826474,"08/12/2013",25.619,4293
-77.2192102159594,-17.1572459338652,"31/07/2013",22.785,3153
-78.9506784850931,-16.6728309873581,"02/04/2014",23.673,4203
-71.7840147218573,-19.9103973413233,"08/02/2013",24.144,5011
-79.4284945954528,-10.6706123249704,"14/08/2012",25.705,3450
-80.0879420307356,-13.9380508041244,"23/09/2012",23.473,4651
-77.0646634441453,-17.198586623253,"19/03/2014",23.178,3701
-72.8097191368913,-18.9761878597909,"27/11/2012",24.362,4123
-82.7706759794361,-8.75300713718059,"21/11/2014",25.463,4291
-75.3927805509839,-16.9395074801054,"29/07/2010",22.045,4523
-74.3534022694637,-18.1310745714069,"30/09/2014",23.659,4477
-75.6334386426689,-17.3659133251608,"09/04/2010",23.718,4246
-78.9309169641787,-14.4666589634373,"12/06/2010",24.61,4148
-80.5684208119834,-10.9974837431791,"04/08/2014",26.143,4585
-80.9430643439432,-10.1817187331098,"13/04/2011",24.567,4549
-77.5213563240739,-19.4635343303465,"30/06/2014",23.111,4492
-76.5123093828536,-17.5327371504221,"03/09/2011",23.245,4340
-79.0759771181349,-14.8119953106708,"06/12/2014",24.628,4374
-73.344274589412,-19.649857609359,"02/10/2011",24.028,4632
-82.4262915067224,-9.66225455551614,"17/02/2014",26.802,4414
-80.5738403053796,-8.41547947548737,"10/01/2013",22.388,1558
-71.5004866692713,-18.551060514393,"04/01/2012",23.937,2578
-81.8620726029166,-7.82270153537767,"19/11/2015",23.735,4423
-76.4636881764099,-15.4977727099921,"09/06/2011",22.453,3474
-82.8756967527683,-5.72195688440058,"05/02/2014",22.608,4066
-82.8187889487696,-9.95916508720492,"23/01/2015",26.859,4694
-78.5909154077803,-18.2195621088594,"16/08/2012",22.879,3548
-74.7813935988364,-17.4617420309957,"17/01/2015",22.536,4565
-80.2736037030123,-11.5325053951459,"01/05/2012",25.689,4668
-73.3020140905801,-18.0705910721486,"14/05/2010",23.838,4954
-80.4399453989308,-13.7413584575247,"13/06/2011",23.404,4700
-75.3208719375808,-18.4926675844333,"19/04/2011",23.979,4721
-80.0041956974994,-8.93224574292325,"02/03/2010",21.4,542
-77.2931738548896,-16.2499895836568,"21/02/2015",24.059,2702
-76.295154018516,-16.6361329270061,"17/04/2012",23.91,3859
-80.4712619405996,-11.0817639671379,"06/12/2010",26.278,4685
-80.1040208626808,-10.780515425278,"22/06/2010",25.687,5125
-76.890105562943,-15.289575325864,"22/05/2014",22.013,3323
-78.2949596927484,-14.8906468048532,"13/09/2010",24.387,3885
-81.5669913938186,-10.7325844551654,"19/04/2011",24.253,4185
-79.6617415345235,-12.0534284025803,"16/02/2010",25.458,4890
-79.2175250801002,-9.93720906519548,"10/04/2014",21.767,540
-82.6628993232732,-8.92674321206605,"03/04/2014",25.445,4325
-73.517654156343,-18.9564225818575,"16/04/2014",22.702,4360
-82.8298892182482,-11.0058364214316,"24/03/2013",25.496,4616
-75.5383063120491,-19.586990520274,"09/08/2013",23.89,4852
-82.6571938914382,-9.74445713858453,"22/10/2010",27.012,4318
-77.0711351967905,-17.8540237423749,"05/08/2011",23.171,3921
-79.3428792489707,-12.1177287226748,"01/10/2012",25.585,5130
-76.7839765027381,-17.2840412926908,"09/10/2015",23.014,3792
-81.9832720869259,-4.5984976182209,"05/04/2015",23.168,5181
-79.2074254163135,-13.349871343789,"23/07/2014",22.692,4523
-81.6281125460687,-11.8411147901454,"12/12/2013",25.554,4715
-72.4787772339136,-19.5322804361844,"02/03/2012",24.15,4042
-80.3789439118499,-11.2922952290988,"07/06/2011",26.09,4729
-78.4808772640122,-11.2905772797128,"29/03/2012",22.093,1584
-81.1585762339608,-10.9154344278876,"06/06/2013",25.346,4966
-72.2493962218651,-19.9338763450989,"22/06/2011",24.266,3812
-81.1404738720097,-10.7612066238263,"17/10/2011",25.121,4077
-74.1106145094023,-18.3045549756422,"26/03/2014",22.806,4146
-76.2672008363046,-15.4720203770581,"18/07/2014",21.943,4302
-84.5825441330234,-5.55588057075538,"26/03/2014",25.5,4000
-76.1005706206096,-18.3308762941933,"08/06/2013",23.912,4582
-73.2406408243215,-18.5341837003356,"12/03/2011",23.071,4575
-75.398915852722,-16.7518048368006,"28/04/2011",22.448,4433
-80.1963643541375,-12.817405233618,"03/04/2012",25.323,4610
-78.9469792135413,-17.7778490120956,"22/01/2011",23.303,2953
-78.6014553758648,-11.7144961331329,"13/03/2015",24.587,2652
-79.8260535091538,-13.8383658417223,"30/07/2010",23.593,4472
-77.1299897900908,-16.185056285248,"06/10/2012",23.918,2528
-84.034841663177,-6.14314194431637,"08/06/2014",26.364,3956
-77.6399595737638,-17.7888479910661,"30/09/2012",23.187,4097
-75.3028391279677,-18.2478378672531,"29/06/2012",23.812,4671
-78.3187099542477,-13.6453410529047,"06/12/2013",24.661,4672
-79.6112637934226,-13.3942216040433,"25/04/2014",23.284,4510
-73.4200312951774,-18.4030348347439,"11/06/2011",22.359,4499
-74.469233871732,-17.296067925204,"20/12/2015",21.598,4677
-78.6833973985932,-14.4368628049867,"26/08/2014",24.667,4242
-77.221808868881,-15.5909208508487,"07/02/2013",22.505,2825
-74.179211310923,-17.6011451614537,"16/10/2015",21.806,4724
-77.274448917214,-17.7842632978235,"27/08/2015",23.349,3916
-83.3169410975455,-9.19321323843574,"05/12/2014",26.711,4352
-77.7084099524435,-15.7687853853839,"12/03/2013",22.438,3417
-77.4094006604486,-17.7876719307764,"31/05/2014",23.363,3895
-77.3849796473966,-17.0309058771532,"29/08/2015",22.804,3283
-79.4484795675067,-14.0848899468262,"22/07/2013",23.31,4509
-73.4472843935957,-18.1172544981536,"30/09/2014",23.068,4302
-79.5526536466723,-14.792249012111,"06/02/2013",24.464,4318
-73.8214428445383,-18.5263155421357,"18/05/2012",22.37,4345
-76.1512639323613,-17.5227302283839,"15/06/2011",23.862,4315
-76.8960254252211,-15.5521678117076,"18/06/2011",23.315,2919
-83.631970734446,-8.25822934060242,"07/03/2014",26.213,4417
-78.1068725918443,-16.5619573625446,"03/01/2012",23.729,3186
-81.8942088612533,-5.16773494031078,"11/07/2013",19.715,5154
-76.7758004888227,-17.1713668400303,"18/05/2011",22.932,3696
-79.1971147386528,-14.6535051121714,"18/02/2012",24.625,4427
-82.748130735989,-9.53626067351704,"07/03/2012",26.505,4415
-81.4695494510331,-9.14247879586489,"03/05/2014",25.435,4813
-77.8037484681519,-17.6357441325747,"11/10/2011",23.546,3880
-72.0745016773232,-18.4288693260288,"07/05/2011",23.143,3988
-81.7507427673422,-7.77035453905129,"29/07/2012",23.896,4503
-84.1508601262649,-8.13100751016886,"26/08/2012",26.51,4283
-73.1183373203274,-19.3017018074482,"13/12/2014",23.807,4353
-80.6757182614915,-14.0209954296237,"05/11/2015",24.897,4787
-78.4088070363027,-12.7609275779983,"19/05/2012",21.843,5994
-82.1222109238268,-7.63723081952925,"10/02/2011",23.434,4377
-76.4164760748877,-16.4220016723503,"17/09/2010",23.941,3534
-75.7765426711791,-18.913511397762,"22/09/2010",23.943,4427
-74.3607193419222,-19.1199900448428,"03/06/2015",23.225,4823
-76.9974761641116,-18.2182505673995,"28/03/2012",23.156,4424
-80.6153171207843,-16.8978828771932,"02/10/2013",23.459,4748
-75.9420598929344,-17.4314343448305,"17/10/2013",23.959,4367
-80.036125121409,-11.7287897714672,"13/08/2011",25.362,4898
-73.8732954483951,-19.2540325469003,"03/05/2010",22.849,4678
-81.6529134832521,-10.1864955966477,"15/02/2011",25.934,4631
-83.5561082781886,-6.99251758400215,"04/11/2013",25.091,4075
-74.6576061020657,-17.4975852330397,"25/11/2014",22.385,4555
-76.5363897501947,-17.2033638988749,"13/11/2011",23.411,4211
-80.2125255648088,-9.89113104460922,"29/09/2013",23.73,6094
-78.2884449347002,-16.1836421114681,"03/03/2011",23.946,3327
-80.387137776774,-14.7478547827162,"25/09/2011",24.325,4748
-79.4417808113286,-14.0822660214863,"29/08/2010",23.348,4509
-78.7661967036157,-14.1709893248436,"21/03/2012",24.651,4297
-73.8424314650372,-18.6027650888252,"05/07/2012",22.365,4411
-76.7815716765709,-17.0311173266939,"01/05/2011",23.033,3278
-76.3453505064461,-16.9551002117596,"13/08/2014",23.638,4012
-74.9294131032951,-18.06791327461,"27/11/2012",24.083,4296
-74.3790462149077,-17.9697998024227,"31/10/2011",23.033,4145
-74.6384149832141,-19.5182241347889,"20/02/2013",23.463,4936
-79.7607253395254,-9.50260643461647,"13/09/2011",21.781,1217
-76.2999498391623,-17.4796488973751,"20/05/2015",23.767,4260
-74.4929194916107,-18.3459492470362,"20/01/2013",23.618,4626
-79.3013085419129,-12.7222969708733,"17/12/2011",24.495,4772
-77.1397090014727,-17.6516442338838,"11/09/2012",23.388,4019
-79.3188214370016,-12.9525846796013,"23/10/2014",24.055,4648
-83.0978378105002,-7.28418253664195,"03/06/2010",25.67,4178
-79.6632206436153,-15.0463806093198,"12/12/2013",24.516,4657
-77.356511057737,-17.6802596769002,"05/07/2015",23.52,3786
-82.5316260185501,-4.6130040777268,"29/07/2012",20.9,3805
-79.13721883357,-15.5084168470644,"14/11/2012",24.183,4482
-76.1229142008919,-18.1158190627338,"15/07/2013",24.001,4296
-71.797612862655,-19.7452364194922,"21/01/2011",24.338,5274
-77.515308111866,-15.9434250728804,"20/12/2012",23.368,2679
-78.0427360620028,-17.3023408975322,"25/05/2010",23.654,3104
-72.0128488056052,-19.3527804021204,"12/08/2011",24.567,5397
-79.5305713958405,-13.5222587292597,"19/02/2010",23.273,4616
-78.8065512590452,-15.9893048160594,"18/07/2012",24.097,4081
-75.5405621232041,-18.4013881684589,"03/10/2014",24.376,4556
-77.0341986174274,-16.0550454267189,"06/02/2010",24.061,2551
-80.7870600279548,-10.5853561064859,"06/12/2011",25.884,4440
-78.3433857391158,-15.1520970482318,"07/07/2012",23.433,4140
-72.1280944206101,-19.1515638874945,"03/02/2015",24.701,5431
-81.3236175309288,-7.75820095284132,"03/09/2012",21.869,6034
-76.1848963215956,-17.53560707523,"24/09/2010",23.852,4373
-75.4204621002445,-18.1611728115493,"15/10/2013",24.13,4631
-81.9794328405389,-12.8890982753385,"31/05/2010",25.304,4795
-78.1314853319483,-15.0434170959802,"29/05/2010",23.977,3956
-75.9498300690552,-16.9104902616382,"29/09/2010",23.525,4129
-75.321154629814,-17.8366983065639,"11/05/2012",24.112,4448
-81.9232783547278,-9.27273442545707,"24/10/2014",25.973,4401
-72.9015215615705,-18.7234224005122,"28/08/2013",24.187,4201
-74.0763839862204,-17.74917204595,"08/07/2011",21.466,4362
-82.0411013198944,-10.9034590869737,"03/01/2010",24.515,4571
-83.5310680467017,-5.58888376318286,"10/10/2013",23.956,4090
-74.3822220978135,-17.3636875421398,"07/11/2015",21.7,4772
-79.2097730477688,-13.4273931316185,"03/09/2013",22.666,4445
-80.2733228599537,-12.9555347377853,"28/10/2014",25.33,4669
-79.3720197055014,-10.3383880829493,"27/04/2011",25.418,1876
-81.0762194165212,-10.6936153970933,"20/10/2010",25.652,3947
-76.5737881053462,-17.3583703679404,"23/04/2014",23.126,4287
-70.8218262283069,-18.1211357917129,"23/11/2015",20.191,117
-80.7510747698493,-12.9316052614121,"06/01/2015",25.483,4647
-75.1752687141096,-16.4138112366037,"26/04/2015",22.551,5784
-73.8258727253201,-19.771373684209,"03/04/2012",24.013,4884
-77.9284433332556,-12.028559520656,"11/03/2015",20.764,1318
-75.4660412629549,-19.7917897871064,"24/01/2011",23.265,4881
-80.044646280181,-12.1012117910449,"04/06/2011",25.656,4655
-77.2487056934203,-16.4055348964695,"05/01/2014",24.141,2539
-79.2837440901587,-14.4478834741728,"25/04/2010",24.582,4452
-72.3067666928028,-18.1641177833714,"21/11/2012",23.714,4343
-76.7928520547348,-18.4836830273089,"30/11/2015",23.298,4679
-77.2593695844671,-16.9750598087217,"09/10/2014",22.845,3153
-77.3112513828014,-14.6542001982376,"12/10/2013",22.046,4353
-74.8889891024031,-18.3780471882008,"26/06/2014",24.133,3991
-81.0425228314666,-7.89135290931317,"04/11/2015",21.278,4362
-72.8856157837837,-19.1863282097961,"04/03/2013",24.053,4087
-73.1183982100221,-19.9974908953117,"04/10/2011",23.942,4349
-78.5516826461054,-13.2241975216146,"10/12/2013",23.344,4865
-77.7781208137109,-13.5313702919579,"03/11/2012",21.775,4594
-77.3401581608946,-17.4075490752863,"08/08/2011",23.289,3709
-80.1864899153628,-14.4941493812705,"12/04/2010",24.127,4573
-83.2248886482253,-9.81200890678618,"20/09/2010",27.014,4519
-82.888650452781,-5.81698585013534,"16/10/2014",22.523,3153
-77.258118971446,-16.7063848149179,"08/08/2011",23.438,3119
-78.1161051433991,-16.4903883392852,"26/10/2013",23.704,3075
-74.6071384372843,-19.3754341561686,"04/06/2011",23.825,4875
-71.5337437326712,-19.8961771081256,"28/10/2015",24.129,6655
-82.6390560135587,-10.0335406147649,"26/08/2014",26.827,4392
-75.9629413440898,-18.7411773018667,"06/11/2011",23.903,4508
-73.3875996870494,-17.9577480145226,"13/07/2011",23.769,5000
-83.7658556907996,-4.82021682370382,"24/09/2015",22.801,3769
-75.4569739485432,-19.3322766712259,"17/05/2015",23.65,4827
-77.3226314396929,-15.9243834239862,"24/01/2010",23.254,2612
-81.6006749746572,-8.34923873944039,"07/10/2014",24.86,4823
-75.8753200475603,-17.6988927985329,"10/12/2013",23.8,4215
-79.4135353692077,-9.2106365681735,"05/01/2011",20.593,133
-77.398812664953,-17.5119458930476,"09/07/2010",23.137,3693
-79.3754162178178,-10.5571331753292,"07/11/2014",25.763,3171
-80.1831067219728,-13.532018076258,"31/05/2015",23.677,4618
-81.673534594132,-11.0346361180927,"13/04/2015",24.261,4379
-74.1120089866775,-17.5355670019666,"26/07/2011",21.729,4971
-78.1498966242032,-19.3128440247489,"01/09/2014",22.53,4519
-76.7884632084845,-18.0411292750019,"13/02/2010",23.207,4217
-73.1998900885865,-18.5296883119251,"28/10/2010",23.407,4513
-76.9582535292565,-16.7736281561238,"14/10/2014",23.553,3274
-78.4084866957241,-13.1184169787142,"05/09/2015",22.671,5023
-80.6301532207466,-11.0804402091059,"22/03/2012",25.861,4751
-74.2466828125768,-17.9754024679176,"16/04/2011",22.391,4232
-81.3698783812056,-11.7855898051218,"02/11/2010",25.721,4502
-81.7216796689694,-6.06639436727886,"10/03/2010",20.551,4610
-76.1447291321698,-17.7725432430647,"15/05/2010",23.883,4390
-81.4441553164564,-7.77313764365701,"05/01/2015",22.429,5190
-78.751879029497,-16.7485285747869,"26/08/2013",23.742,3808
-74.3514774507402,-17.786042267661,"11/06/2014",22.107,4291
-76.9080463602083,-17.1907528318856,"05/11/2010",23.05,3708
-81.5363626417775,-7.60827937433276,"01/05/2012",22.78,5428
-71.7671079699826,-19.5864131903601,"18/09/2010",24.628,6334
-76.6857979392042,-18.3907944998551,"11/11/2014",22.956,4246
-74.228288108732,-19.4439554116498,"07/12/2013",23.73,4715
-75.03320363067,-18.1996558541652,"09/11/2010",23.769,4453
-82.5241267268611,-8.67712204107854,"02/04/2012",25.487,4359
-84.8783621655783,-6.94972261831396,"25/04/2012",26.082,4086
-79.579878455618,-13.2887001329479,"03/12/2012",23.518,4411
-82.3510777721212,-5.88283094938161,"14/10/2012",22.117,4312
-75.8345884318282,-17.4477276801365,"11/12/2011",24.083,4252
-74.3363408438385,-18.0764930339756,"29/10/2015",23.343,4647
-79.0480194024318,-14.5629126554605,"06/10/2012",24.467,4356
-80.6459760427546,-11.6918067776923,"26/01/2010",25.29,4542
-72.0846176997967,-19.7100341308428,"07/11/2012",24.382,3418
-77.5057195453596,-17.2251221814171,"24/05/2014",22.907,3301
-79.2463472438303,-10.5496918029382,"29/09/2012",25.581,2626
-71.7672398383318,-19.4665201822133,"19/07/2012",24.718,6423
-74.8792508240887,-19.3859986984055,"19/08/2010",23.816,5043
-79.9100760547233,-12.3223660615482,"01/01/2010",25.535,4635
-72.8645800881154,-17.8370721970663,"31/07/2010",23.411,5274
-82.5870797097256,-6.58069204792604,"14/03/2014",23.818,4205
-78.0082014724729,-16.260942936027,"25/04/2011",24.004,3123
-76.1671336256645,-17.4333302975759,"02/08/2015",23.827,4301
-79.4331759756414,-16.0232895507385,"21/08/2013",23.821,4668
-76.0414566474266,-17.8492587029215,"19/03/2014",23.739,4444
-81.2788364937324,-12.9733332428569,"12/02/2014",25.159,4782
-74.9786633627981,-17.8477168660039,"01/02/2015",24.089,4331
-74.9924847228416,-18.96884515155,"03/12/2015",24.07,4495
-77.9821659556746,-17.9547002224835,"04/08/2013",23.183,4008
-76.1520189497044,-18.4611293797371,"08/02/2012",23.804,4696
-77.465984046854,-17.063813247414,"05/11/2011",22.819,3232
-78.8984229077553,-12.6643522530122,"30/10/2014",23.949,4878
-80.378834318463,-12.6510581554878,"27/02/2010",25.553,4563
-76.1062998680335,-14.7132916705995,"06/11/2011",17.774,225
-77.2282875152272,-16.8066696742152,"08/01/2013",23.33,3216
-80.2055403905082,-9.79172127855811,"03/03/2010",23.23,5478
-82.3357307654645,-6.48911155564757,"28/03/2014",22.659,4365
-81.8209225702732,-5.08143431236483,"08/09/2011",20.554,5023
-77.1567143970767,-17.1639121095422,"31/10/2010",22.759,3483
-78.764936687365,-17.2752150495498,"16/03/2011",23.159,3565
-81.9150848003398,-10.0377795497729,"03/08/2015",26.418,4604
-73.552690508144,-19.9050481118127,"24/10/2013",23.815,4706
-80.5711071361073,-10.6627461737384,"17/09/2010",25.844,5005
-74.9626553336371,-19.7430796572252,"18/03/2010",23.572,5006
-76.0217064975321,-17.6297959692227,"15/01/2012",23.875,4138
-81.0612167819474,-15.082447321252,"05/09/2010",24.041,4674
-71.9625610698907,-19.3295630331522,"07/11/2014",24.674,5694
-75.2975750514644,-16.3026229157724,"17/01/2014",21.475,5885
-80.4396174548364,-13.906581928462,"23/05/2015",24.503,4664
-82.3333174639945,-10.1142055179543,"15/05/2012",26.596,4540
-78.9851186134707,-14.4771425950719,"18/06/2014",24.626,4391
-79.2358022775027,-12.3202672116305,"03/11/2013",25.337,4901
-77.902275909798,-19.6746079362009,"18/10/2011",23.065,4377
-78.2330344890069,-13.1058678675526,"15/01/2010",22.343,5620
-83.0797609925194,-6.78951742467374,"21/04/2014",25.513,4096
-75.7214061955067,-18.4642527173286,"12/07/2013",24.241,4619
-82.3469420951378,-6.22769691590102,"25/09/2015",22.358,4258
-84.9423788894579,-8.44707209167956,"18/12/2012",26.492,4434
-81.8850706883315,-13.0778811988933,"03/09/2013",25.169,4702
-75.6979519556547,-16.157225901794,"06/06/2015",23.447,4592
-76.7537406187224,-18.8812654431273,"17/01/2015",23.601,4487
-79.4795044743028,-13.9265859158964,"02/04/2015",22.784,4483
-74.3178041175219,-18.6711661926352,"10/01/2011",23.655,4573
-72.5513819377942,-19.1214725106084,"12/09/2010",24.451,3981
-79.4907651537035,-10.2088621801517,"16/07/2012",24.635,2180
-74.0609009479525,-18.5612705629294,"24/05/2015",23.626,4551
-73.0429977688457,-17.7499536372258,"13/03/2010",23.308,6198
-75.2681715937628,-18.1787609127709,"25/03/2013",23.967,4695
-76.8878952305101,-18.4988938247086,"20/03/2015",23.465,4419
-79.0922484069047,-14.6199981231289,"08/06/2015",24.56,4424
-82.1793091658343,-7.69510916538148,"23/07/2014",23.44,4340
-79.2427362381834,-14.4442024669431,"15/04/2014",24.596,4457
-81.824241696314,-8.61134016003234,"13/01/2012",25.266,4692
-82.6020255574947,-6.45137459956263,"20/03/2013",23.259,4155
-82.0510540513837,-9.80101441035617,"01/03/2012",26.431,4541
-80.5808097812577,-11.993880059465,"03/08/2014",25.606,4542
-76.8673842058891,-14.5300636536097,"25/11/2015",20.44,4657
-75.323594994846,-18.2990833513779,"19/03/2014",24.048,4402
-74.2124675472485,-19.5391389722502,"09/06/2014",23.815,4921
-81.8914177126862,-6.99415684901286,"14/04/2015",22.949,4835
-79.2831420381257,-15.2103710038595,"14/03/2013",24.351,4589
-72.8882245724518,-19.1879527017472,"19/07/2015",24.053,4087
-76.9189440828481,-14.5148654649801,"07/08/2013",20.476,4638
-80.666079622158,-10.9828522580237,"12/08/2015",25.593,4520
-84.070811533915,-7.93842694055961,"06/05/2014",26.594,4314
-78.0154935263338,-16.4671489939691,"29/07/2011",23.27,3065
-73.332067752737,-18.8558326572704,"13/05/2012",23.087,4925
-78.7638449200725,-13.6564959953773,"16/10/2015",24.385,4440
-75.0033847443478,-17.1121967654571,"08/01/2015",22.056,4478
-75.107329536305,-17.4098970427372,"12/12/2015",23.489,4444
-78.7852845821902,-16.8527008423345,"18/04/2014",23.786,3801
-73.8887292682929,-17.7522765439081,"16/11/2015",21.308,4889
-78.0103131468697,-13.8872219470399,"20/02/2010",24.424,4686
-72.8099947950151,-19.9088319520587,"07/11/2012",23.811,4500
-75.8522361958199,-17.9208565389781,"24/01/2015",23.732,4097
-78.9843551781157,-16.973132881132,"16/03/2013",23.714,4004
-80.0061601756543,-12.3999820061101,"03/03/2013",25.681,4717
-81.2118072128955,-14.003063498912,"16/10/2013",24.426,4773
-78.6314331574643,-18.0934296423008,"05/02/2010",23.153,3354
-75.4984789437319,-16.8084733138423,"01/02/2010",22.481,4061
-73.1162002728019,-19.2158883142245,"27/05/2011",24.125,4291
-75.5558475479769,-17.7203017628892,"27/07/2013",23.852,4356
-82.7458901741529,-8.63675416852028,"23/01/2010",24.993,4245
-79.7495517547831,-11.6663842336582,"17/04/2011",25.203,4978
-79.9213339139646,-13.3906638018329,"06/10/2015",23.415,4565
-79.6017137478451,-13.9390028062502,"14/12/2012",23.17,4489
-75.5499867429094,-18.4253261121803,"10/09/2013",24.32,4460
-79.5944370778686,-12.8663801426911,"26/11/2013",24.149,4565
-76.4451400781904,-18.7875974858747,"31/05/2014",23.23,4548
-76.2071579154396,-18.4365672530266,"11/06/2013",23.536,4619
-78.9812014457446,-12.7893778288397,"17/06/2011",23.065,4757
-77.912395780108,-17.4210745465518,"24/05/2014",23.423,3021
-77.0293651299892,-17.1143875049373,"08/07/2014",22.973,3599
-74.4071083470116,-19.1354609289042,"21/01/2015",23.246,4941
-71.4364454516201,-19.6456888420335,"07/05/2013",23.915,6982
-76.1679123826496,-18.737991786263,"01/03/2010",23.33,4541
-82.0986418434425,-10.1646137618981,"25/04/2014",26.707,4547
-82.9423025001374,-7.22844105548726,"23/07/2015",25.676,4273
-82.4422919134979,-8.25852068459819,"02/06/2013",25.091,4277
-76.5714039705713,-17.2418373939063,"03/10/2010",23.185,4251
-84.1099713194436,-10.5465611831697,"06/02/2010",26.321,4764
-81.3767002643449,-10.5169116995539,"07/12/2012",24.501,4348
-79.5905640225587,-15.8590275654183,"17/02/2013",23.496,4632
-79.6654075576598,-9.41110919292619,"06/01/2011",21.531,438
-78.6736420426562,-14.7643298461268,"22/01/2014",24.514,4197
-82.6006858607834,-8.49705578394401,"09/04/2011",25.558,4304
-81.8709003408858,-9.48059614716242,"20/01/2012",26.143,4737
-79.7747109001876,-9.81742050419435,"11/10/2012",22.165,1698
-80.6862938926112,-10.9649205965788,"16/10/2011",25.449,4539
-81.1784838740801,-13.6250602756154,"21/05/2014",24.747,4853
-82.9156154169429,-7.32203189752434,"02/08/2011",25.323,4269
-83.3686208075106,-5.86843047837506,"24/08/2014",24.281,3873
-81.2781622992438,-11.892199879865,"25/11/2014",25.718,4412
-74.1553661000037,-18.0484441289345,"18/02/2011",22.401,5097
-81.2584191849847,-9.61991717276292,"22/03/2015",24.901,4810
-78.7888476197622,-12.7088432698293,"22/09/2010",23.136,5112
-83.0741351715619,-9.84496069233179,"11/02/2015",26.913,4394
-79.8167057421425,-14.1052533238045,"21/09/2013",23.143,4500
-77.4431385017314,-16.9340392949477,"03/09/2011",22.815,3115
-79.6456961326789,-13.1982002392564,"06/05/2014",23.781,4510
-74.6360546137039,-19.1036222988176,"12/04/2014",23.786,4738
-76.5485051665577,-15.1655644267235,"29/01/2010",22.263,3994
-82.3523490677683,-9.37320149428114,"25/04/2015",26.425,4442
-77.6850496136219,-14.6739643339462,"08/01/2012",22.956,4248
-74.4683316111754,-17.7053316678195,"08/05/2010",22.613,4530
-76.9239142964224,-18.6934245000686,"16/09/2014",23.534,4517
-78.5371086062571,-15.8620092128503,"24/07/2013",23.683,3961
-75.041632739946,-19.8941748364951,"17/10/2013",23.109,5001
-83.1218250684057,-10.7405022646405,"03/03/2014",26.078,4552
-72.4710871121343,-19.5527399885908,"15/02/2015",24.137,4049
-80.2281580606979,-11.6155583942327,"10/06/2013",25.435,4619
-73.1069554592061,-17.5128214908889,"12/10/2012",23.591,4550
-74.7257859223699,-18.6008827630182,"24/02/2012",24.052,4404
-78.9684752426411,-16.8713820637154,"30/10/2014",23.802,4044
-76.3902111164589,-13.9131311004945,"26/02/2015",18.398,11
-77.6560530609491,-17.5439992669773,"08/09/2011",23.346,3678
-74.5756938395012,-19.948894149635,"01/06/2014",22.694,5074
-82.072786187836,-10.1370332425758,"07/07/2011",26.716,4563
-83.6949291431043,-8.54561524957552,"27/02/2015",26.41,4326
-82.3447788693522,-8.5384917816633,"23/09/2011",25.617,4470
-78.7222035403462,-13.674653025867,"02/03/2013",24.48,4533
-73.6677445182235,-18.4739926477555,"11/05/2012",22.472,4368
-83.2628610483928,-6.49208531660127,"26/03/2010",25.325,4189
-76.573063314318,-17.9470712473784,"16/08/2015",23.198,4327
-82.6868063398435,-9.71947761431253,"18/11/2013",27.077,4255
-76.5929024264565,-17.3183466112024,"29/06/2013",23.1,4209
-83.1757612822842,-8.07321179997056,"02/05/2015",25.874,4318
-75.6400895474921,-15.8761758681125,"13/01/2011",21.895,6007
-81.4033157905456,-9.28599133764629,"16/05/2014",25.254,4818
-75.2009350138433,-18.3748904203216,"05/03/2013",24.055,3954
-72.7407825290802,-19.1650438063356,"16/08/2014",24.202,4136
-76.7917222285942,-15.1771864245217,"06/06/2014",22.213,3546
-75.5071619252146,-16.9441654520888,"04/03/2010",22.489,4004
-75.9979899746957,-18.032749271076,"05/06/2015",23.965,4467
-78.3503992624511,-13.1229727774241,"20/07/2011",22.547,4968
-75.6440217212822,-18.1153040983455,"06/08/2013",24.133,4527
-74.0523208116985,-17.7909819594246,"22/12/2015",21.512,4435
-77.3576735719194,-18.0444874741268,"19/01/2014",23.425,4202
-76.5224465498441,-19.0324793688131,"21/07/2015",23.679,4624
-78.1557867434145,-16.9640324415968,"16/06/2012",23.242,2950
-72.7607491471294,-18.7768813222407,"21/08/2010",23.917,3975
-73.065962846862,-19.0037664378035,"04/09/2011",24.096,4309
-79.205410233986,-16.3704597526094,"02/09/2011",23.881,4667
-80.8036346922195,-10.9056411336064,"01/09/2012",24.892,4266
-73.7727782750505,-19.3606842887197,"09/09/2011",22.561,4845
-83.2701788119562,-7.45309106940035,"16/05/2011",25.267,4256
-80.1198399711204,-13.7495734760615,"28/03/2014",23.403,4468
-77.4791544045821,-17.7231301916231,"14/05/2013",23.339,3850
-81.357770997771,-6.50679689175896,"21/04/2013",20.294,2184
-77.4932713163997,-17.8157548397572,"15/03/2015",23.25,4000
-82.0580428518162,-9.43890840876982,"03/11/2011",26.389,4731
-82.0369112376588,-9.46318161244953,"04/12/2013",26.37,4899
-76.6217716333595,-18.9676944409115,"11/03/2015",23.561,4713
-74.1345087839143,-19.6211576718766,"30/07/2013",23.806,4870
